"Species ID","Park Name","Category","Order","Family","Scientific Name","Common Names","Record Status","Occurrence","Nativeness","Abundance","Seasonality","Conservation Status","...14"
"EVER-1298","Everglades National Park","Bird","Passeriformes","Parulidae","Parula americana","Northern Parula","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1299","Everglades National Park","Bird","Passeriformes","Parulidae","Protonotaria citrea","Prothonotary Warbler","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1300","Everglades National Park","Bird","Passeriformes","Parulidae","Seiurus aurocapilla","Ovenbird","Approved","Present","Unknown","Unknown","Migratory, Vagrant",NA,NA
"EVER-1301","Everglades National Park","Bird","Passeriformes","Parulidae","Seiurus motacilla","Louisiana Waterthrush","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1302","Everglades National Park","Bird","Passeriformes","Parulidae","Seiurus noveboracensis","Northern Waterthrush","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1303","Everglades National Park","Bird","Passeriformes","Parulidae","Setophaga ruticilla","American Redstart","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1304","Everglades National Park","Bird","Passeriformes","Parulidae","Vermivora celata","Orange-Crowned Warbler","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1305","Everglades National Park","Bird","Passeriformes","Parulidae","Vermivora chrysoptera","Golden-Winged Warbler","Approved","Present","Native","Rare","Migratory","Under Review",NA
"EVER-1306","Everglades National Park","Bird","Passeriformes","Parulidae","Vermivora peregrina","Tennessee Warbler","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1307","Everglades National Park","Bird","Passeriformes","Parulidae","Vermivora pinus","Blue-Winged Warbler","Approved","Present","Native","Rare","Migratory",NA,NA
"EVER-1308","Everglades National Park","Bird","Passeriformes","Parulidae","Wilsonia citrina","Hooded Warbler","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1309","Everglades National Park","Bird","Passeriformes","Parulidae","Wilsonia pusilla","Wilson's Warbler","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"EVER-1310","Everglades National Park","Bird","Passeriformes","Passeridae","Passer domesticus","House Sparrow","Approved","Present","Not Native","Uncommon","Breeder",NA,NA
"EVER-1311","Everglades National Park","Bird","Passeriformes","Polioptilidae","Polioptila caerulea","Blue-Gray Gnatcatcher","Approved","Present","Native","Abundant","Resident",NA,NA
"EVER-1312","Everglades National Park","Bird","Passeriformes","Regulidae","Regulus calendula","Ruby-Crowned Kinglet","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1313","Everglades National Park","Bird","Passeriformes","Sittidae","Sitta carolinensis","White-Breasted Nuthatch","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1314","Everglades National Park","Bird","Passeriformes","Sittidae","Sitta pusilla","Brown-Headed Nuthatch","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1315","Everglades National Park","Bird","Passeriformes","Sturnidae","Gracula religiosa","Hill Myna","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1316","Everglades National Park","Bird","Passeriformes","Sturnidae","Sturnus vulgaris","European Starling","Approved","Present","Not Native","Common","Breeder",NA,NA
"EVER-1317","Everglades National Park","Bird","Passeriformes","Thraupidae","Spindalis zena","Stripe-Headed Tanager, Western Spindalis","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1318","Everglades National Park","Bird","Passeriformes","Thraupidae","Tiaris bicolor","Black-Faced Grassquit","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1319","Everglades National Park","Bird","Passeriformes","Thraupidae","Tiaris olivaceus","Yellow-Faced Grassquit","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1320","Everglades National Park","Bird","Passeriformes","Troglodytidae","Cistothorus palustris","Marsh Wren","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1321","Everglades National Park","Bird","Passeriformes","Troglodytidae","Cistothorus platensis","Sedge Wren","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1322","Everglades National Park","Bird","Passeriformes","Troglodytidae","Thryothorus ludovicianus","Carolina Wren","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1323","Everglades National Park","Bird","Passeriformes","Troglodytidae","Troglodytes aedon","House Wren","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1324","Everglades National Park","Bird","Passeriformes","Troglodytidae","Troglodytes troglodytes","Winter Wren","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1325","Everglades National Park","Bird","Passeriformes","Turdidae","Catharus fuscescens","Veery","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1326","Everglades National Park","Bird","Passeriformes","Turdidae","Catharus guttatus","Hermit Thrush","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1327","Everglades National Park","Bird","Passeriformes","Turdidae","Catharus minimus","Gray-Cheeked Thrush","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1328","Everglades National Park","Bird","Passeriformes","Turdidae","Catharus ustulatus","Swainson's Thrush","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1329","Everglades National Park","Bird","Passeriformes","Turdidae","Hylocichla mustelina","Wood Thrush","Approved","Present","Native","Rare","Migratory",NA,NA
"EVER-1330","Everglades National Park","Bird","Passeriformes","Turdidae","Sialia currucoides","Mountain Bluebird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1331","Everglades National Park","Bird","Passeriformes","Turdidae","Sialia mexicana","Western Bluebird","Approved","Not Present (False Report)","Not Native",NA,NA,"Species of Concern",NA
"EVER-1332","Everglades National Park","Bird","Passeriformes","Turdidae","Sialia sialis","Eastern Bluebird","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1333","Everglades National Park","Bird","Passeriformes","Turdidae","Turdus migratorius","American Robin","Approved","Present","Native","Rare","Resident",NA,NA
"EVER-1334","Everglades National Park","Bird","Passeriformes","Tyrannidae","Contopus caribaeus","Cuban Pewee","Approved","Present","Native","Rare","Vagrant",NA,NA
"EVER-1335","Everglades National Park","Bird","Passeriformes","Tyrannidae","Contopus cooperi","Olive-Sided Flycatcher","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"EVER-1336","Everglades National Park","Bird","Passeriformes","Tyrannidae","Contopus virens","Eastern Wood-Pewee","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1337","Everglades National Park","Bird","Passeriformes","Tyrannidae","Empidonax minimus","Least Flycatcher","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1338","Everglades National Park","Bird","Passeriformes","Tyrannidae","Empidonax traillii","Willow Flycatcher","Approved","Not Confirmed","Native",NA,"Migratory","Species of Concern",NA
"EVER-1339","Everglades National Park","Bird","Passeriformes","Tyrannidae","Empidonax virescens","Acadian Flycatcher","Approved","Present","Native","Rare","Migratory",NA,NA
"EVER-1340","Everglades National Park","Bird","Passeriformes","Tyrannidae","Myiarchus crinitus","Great Crested Flycatcher","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1341","Everglades National Park","Bird","Passeriformes","Tyrannidae","Myiarchus tyrannulus","Brown-Crested Flycatcher","Approved","Present","Native","Rare","Resident","Species of Concern",NA
"EVER-1342","Everglades National Park","Bird","Passeriformes","Tyrannidae","Pyrocephalus rubinus","Vermilion Flycatcher","Approved","Present","Not Native","Occasional","Vagrant","Species of Concern",NA
"EVER-1343","Everglades National Park","Bird","Passeriformes","Tyrannidae","Sayornis phoebe","Eastern Phoebe","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1344","Everglades National Park","Bird","Passeriformes","Tyrannidae","Sayornis saya","Say's Phoebe","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1345","Everglades National Park","Bird","Passeriformes","Tyrannidae","Tyrannus dominicensis","Gray Kingbird","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1346","Everglades National Park","Bird","Passeriformes","Tyrannidae","Tyrannus forficatus","Scissor-Tailed Flycatcher","Approved","Present","Native","Rare","Resident",NA,NA
"EVER-1347","Everglades National Park","Bird","Passeriformes","Tyrannidae","Tyrannus savana","Fork-Tailed Flycatcher","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1348","Everglades National Park","Bird","Passeriformes","Tyrannidae","Tyrannus tyrannus","Eastern Kingbird","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1349","Everglades National Park","Bird","Passeriformes","Tyrannidae","Tyrannus verticalis","Western Kingbird","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1350","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo altiloquus","Black-Whiskered Vireo","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1351","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo bellii","Bell's Vireo","Approved","Present","Native","Rare","Resident",NA,NA
"EVER-1352","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo crassirostris","Thick-Billed Vireo","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1353","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo flavifrons","Yellow-Throated Vireo","Approved","Present","Native","Uncommon","Migratory",NA,NA
"EVER-1354","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo gilvus","Warbling Vireo","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1355","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo griseus","White-Eyed Vireo","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1356","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo olivaceus","Red-Eyed Vireo","Approved","Present","Native","Common","Migratory",NA,NA
"EVER-1357","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo philadelphicus","Philadelphia Vireo","Approved","Present","Native","Rare","Migratory",NA,NA
"EVER-1358","Everglades National Park","Bird","Passeriformes","Vireonidae","Vireo solitarius","Blue-Headed Vireo, Solitary Vireo","Approved","Present","Native","Uncommon","Resident",NA,NA
"EVER-1359","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Ardea alba","Great Egret","Approved","Present","Native","Abundant","Breeder",NA,NA
"EVER-1360","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Ardea herodias","Great Blue Heron, Great White Heron","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"EVER-1361","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Ardea herodias occidentalis","Great White Heron","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1362","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Botaurus lentiginosus","American Bittern","Approved","Present","Native","Uncommon","Resident","Species of Concern",NA
"EVER-1363","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Bubulcus ibis","Cattle Egret","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1364","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Butorides virescens","Green Heron","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1365","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Egretta caerulea","Little Blue Heron","Approved","Present","Native","Abundant","Breeder",NA,NA
"EVER-1366","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Egretta rufescens","Reddish Egret","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"EVER-1367","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Egretta thula","Snowy Egret","Approved","Present","Native","Abundant","Breeder",NA,NA
"EVER-1368","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Egretta tricolor","Tricolored Heron","Approved","Present","Native","Abundant","Breeder",NA,NA
"EVER-1369","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Ixobrychus exilis","Least Bittern","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1370","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Nyctanassa violacea","Yellow-Crowned Night-Heron","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1371","Everglades National Park","Bird","Pelecaniformes","Ardeidae","Nycticorax nycticorax","Black-Crowned Night-Heron","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"EVER-1372","Everglades National Park","Bird","Pelecaniformes","Pelecanidae","Pelecanus erythrorhynchos","American White Pelican","Approved","Present","Native","Abundant","Resident","Species of Concern",NA
"EVER-1373","Everglades National Park","Bird","Pelecaniformes","Pelecanidae","Pelecanus occidentalis","Brown Pelican","Approved","Present","Native","Abundant","Breeder","In Recovery",NA
"EVER-1374","Everglades National Park","Bird","Pelecaniformes","Threskiornithidae","Eudocimus albus","White Ibis","Approved","Present","Native","Abundant","Breeder",NA,NA
"EVER-1375","Everglades National Park","Bird","Pelecaniformes","Threskiornithidae","Eudocimus ruber","Scarlet Ibis","Approved","Present","Not Native","Occasional","Resident",NA,NA
"EVER-1376","Everglades National Park","Bird","Pelecaniformes","Threskiornithidae","Platalea ajaja","Roseate Spoonbill","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1377","Everglades National Park","Bird","Pelecaniformes","Threskiornithidae","Plegadis chihi","White-Faced Ibis","Approved","Present","Not Native","Occasional","Vagrant","Species of Concern",NA
"EVER-1378","Everglades National Park","Bird","Pelecaniformes","Threskiornithidae","Plegadis falcinellus","Glossy Ibis","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1379","Everglades National Park","Bird","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus ruber","Greater Flamingo","Approved","Present","Unknown","Uncommon","Resident",NA,NA
"EVER-1380","Everglades National Park","Bird","Piciformes","Picidae","Campephilus principalis","Ivory-Billed Woodpecker","Approved","Not Present (Historical Report)","Native",NA,NA,"Endangered",NA
"EVER-1381","Everglades National Park","Bird","Piciformes","Picidae","Colaptes auratus","Northern Flicker","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1382","Everglades National Park","Bird","Piciformes","Picidae","Dryocopus pileatus","Pileated Woodpecker","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"EVER-1383","Everglades National Park","Bird","Piciformes","Picidae","Melanerpes carolinus","Red-Bellied Woodpecker","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1384","Everglades National Park","Bird","Piciformes","Picidae","Melanerpes erythrocephalus","Red-Headed Woodpecker","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1385","Everglades National Park","Bird","Piciformes","Picidae","Picoides borealis","Red-Cockaded Woodpecker","Approved","Not Present (Historical Report)","Native",NA,NA,"Endangered",NA
"EVER-1386","Everglades National Park","Bird","Piciformes","Picidae","Picoides pubescens","Downy Woodpecker","Approved","Present","Native","Common","Resident","Species of Concern",NA
"EVER-1387","Everglades National Park","Bird","Piciformes","Picidae","Picoides villosus","Hairy Woodpecker","Approved","Present","Native","Rare","Breeder",NA,NA
"EVER-1388","Everglades National Park","Bird","Piciformes","Picidae","Sphyrapicus varius","Yellow-Bellied Sapsucker","Approved","Present","Native","Common","Resident","Species of Concern",NA
"EVER-1389","Everglades National Park","Bird","Podicipediformes","Podicipedidae","Podiceps auritus","Horned Grebe","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1390","Everglades National Park","Bird","Podicipediformes","Podicipedidae","Podiceps grisegena","Red-Necked Grebe","Approved","Present","Native",NA,"Vagrant",NA,NA
"EVER-1391","Everglades National Park","Bird","Podicipediformes","Podicipedidae","Podilymbus podiceps","Pied-Billed Grebe","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1392","Everglades National Park","Bird","Procellariiformes","Hydrobatidae","Oceanites oceanicus","Wilson's Storm-Petrel","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1393","Everglades National Park","Bird","Procellariiformes","Procellariidae","Puffinus griseus","Sooty Shearwater","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1394","Everglades National Park","Bird","Procellariiformes","Procellariidae","Puffinus lherminieri","Audubon's Shearwater","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1395","Everglades National Park","Bird","Psittaciformes","Psittacidae","Brotogeris versicolurus","Canary-Winged Parakeet, White-Winged Parakeet","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1396","Everglades National Park","Bird","Psittaciformes","Psittacidae","Melopsittacus undulatus","Budgerigar","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1397","Everglades National Park","Bird","Psittaciformes","Psittacidae","Myiopsitta monachus","Monk Parakeet","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1398","Everglades National Park","Bird","Psittaciformes","Psittacidae","Psittacula krameri","Rose-Ringed Parakeet","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1399","Everglades National Park","Bird","Strigiformes","Strigidae","Asio flammeus","Short-Eared Owl","Approved","Present","Native","Rare","Resident","Species of Concern",NA
"EVER-1400","Everglades National Park","Bird","Strigiformes","Strigidae","Athene cunicularia","Burrowing Owl","Approved","Present","Native","Rare","Resident",NA,NA
"EVER-1401","Everglades National Park","Bird","Strigiformes","Strigidae","Bubo virginianus","Great Horned Owl","Approved","Present","Native","Rare","Breeder",NA,NA
"EVER-1402","Everglades National Park","Bird","Strigiformes","Strigidae","Megascops asio","Eastern Screech Owl, Eastern Screech-Owl","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1403","Everglades National Park","Bird","Strigiformes","Strigidae","Strix varia","Barred Owl","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1404","Everglades National Park","Bird","Strigiformes","Tytonidae","Tyto alba","Barn Owl","Approved","Present","Native","Uncommon","Breeder",NA,NA
"EVER-1405","Everglades National Park","Bird","Suliformes","Anhingidae","Anhinga anhinga","Anhinga","Approved","Present","Native","Common","Breeder",NA,NA
"EVER-1406","Everglades National Park","Bird","Suliformes","Fregatidae","Fregata magnificens","Magnificent Frigatebird","Approved","Present","Native","Common","Resident",NA,NA
"EVER-1407","Everglades National Park","Bird","Suliformes","Phalacrocoracidae","Phalacrocorax auritus","Double-Crested Cormorant","Approved","Present","Native","Abundant","Breeder","Species of Concern",NA
"EVER-1408","Everglades National Park","Bird","Suliformes","Phalacrocoracidae","Phalacrocorax carbo","Great Cormorant","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"EVER-1409","Everglades National Park","Bird","Suliformes","Sulidae","Morus bassanus","Northern Gannet","Approved","Present","Native","Rare","Migratory",NA,NA
"EVER-1410","Everglades National Park","Bird","Suliformes","Sulidae","Sula dactylatra","Masked Booby","Approved","Not Present (False Report)","Not Native",NA,NA,NA,NA
"EVER-1411","Everglades National Park","Bird","Suliformes","Sulidae","Sula leucogaster","Brown Booby","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"GRSA-1000","Great Sand Dunes National Park and Preserve","Mammal","Artiodactyla","Antilocapridae","Antilocapra americana","Pronghorn","Approved","Present","Native","Rare","Migratory",NA,NA
"GRSA-1001","Great Sand Dunes National Park and Preserve","Mammal","Artiodactyla","Bovidae","Bos bison","Bison","Approved","Not Present (Historical Report)","Native",NA,NA,NA,NA
"GRSA-1002","Great Sand Dunes National Park and Preserve","Mammal","Artiodactyla","Bovidae","Ovis canadensis","Bighorn Sheep","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"GRSA-1003","Great Sand Dunes National Park and Preserve","Mammal","Artiodactyla","Cervidae","Cervus elaphus","American Elk","Wapiti","Approved","Present","Native","Rare","Migratory",NA
"GRSA-1004","Great Sand Dunes National Park and Preserve","Mammal","Artiodactyla","Cervidae","Odocoileus hemionus","Mule Deer","Approved","Present","Native","Rare","Migratory",NA,NA
"GRSA-1005","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Canidae","Canis latrans","Coyote","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"GRSA-1006","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Canidae","Urocyon cinereoargenteus","Gray Fox","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1007","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Canidae","Vulpes vulpes","Red Fox","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1008","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Felidae","Felis concolor","Mountain Lion","Approved","Present","Native","Rare","Migratory",NA,NA
"GRSA-1009","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Felidae","Lynx rufus","Bobcat","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1010","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Mephitidae","Mephitis mephitis","Striped Skunk","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1011","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Mephitidae","Spilogale putorius","Spotted Skunk","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1012","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Mustelidae","Martes americana","Marten","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1013","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Mustelidae","Mustela erminea","Ermine","Short-Tailed Weasel","Approved","Present","Native","Rare","Migratory",NA
"GRSA-1014","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Mustelidae","Mustela frenata","Long-Tailed Weasel","Approved","Present","Native","Rare","Migratory",NA,NA
"GRSA-1015","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Mustelidae","Taxidea taxus","Badger","Approved","Not Confirmed","Native",NA,NA,"Species of Concern",NA
"GRSA-1016","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Procyonidae","Procyon lotor","Raccoon","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1017","Great Sand Dunes National Park and Preserve","Mammal","Carnivora","Ursidae","Ursus americanus","Black Bear","Approved","Present","Native","Rare","Migratory",NA,NA
"GRSA-1018","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Brazilian Free-Tailed Bat","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1019","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Townsend's Big-Eared Bat","Approved","Present","Native","Uncommon","Migratory",NA,NA
"GRSA-1020","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Big Brown Bat","Approved","Present","Native","Unknown",NA,"Species of Concern",NA
"GRSA-1021","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Silver-Haired Bat","Approved","Not Confirmed","Native",NA,NA,"Species of Concern",NA
"GRSA-1022","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Hoary Bat","Approved","Present","Native","Unknown",NA,NA,NA
"GRSA-1023","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Western Small-Footed Bat","Approved","Present","Native","Rare","Migratory",NA,NA
"GRSA-1024","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Long-Eared Myotis, Long-Eared Bat","Approved","Present","Native","Uncommon","Migratory","Species of Concern",NA
"GRSA-1025","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Little Brown Bat, Little Brown Myotis","Approved","Not Confirmed","Native",NA,NA,"Species of Concern",NA
"GRSA-1026","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Myotis occultus","Occult Myotis","Approved","Present","Native","Unknown",NA,NA,NA
"GRSA-1027","Great Sand Dunes National Park and Preserve","Mammal","Chiroptera","Vespertilionidae","Myotis volans","Long-Legged Myotis","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"GRSA-1028","Great Sand Dunes National Park and Preserve","Mammal","Lagomorpha","Leporidae","Lepus americanus","Snowshoe Hare","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1029","Great Sand Dunes National Park and Preserve","Mammal","Lagomorpha","Leporidae","Lepus californicus","Black-Tailed Jack Rabbit","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1030","Great Sand Dunes National Park and Preserve","Mammal","Lagomorpha","Leporidae","Lepus townsendii","White-Tailed Jack Rabbit","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1031","Great Sand Dunes National Park and Preserve","Mammal","Lagomorpha","Leporidae","Sylvilagus audubonii","Desert Cottontail","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1032","Great Sand Dunes National Park and Preserve","Mammal","Lagomorpha","Leporidae","Sylvilagus nuttallii","Nuttall's Cottontail","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1033","Great Sand Dunes National Park and Preserve","Mammal","Lagomorpha","Ochotonidae","Ochotona princeps","Pika","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1034","Great Sand Dunes National Park and Preserve","Mammal","Perissodactyla","Equidae","Equidae","Asses, Horses, Zebras","In Review",NA,NA,NA,NA,NA,NA
"GRSA-1035","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Castoridae","Castor canadensis","Beaver","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1036","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Clethrionomys gapperi","Gapper's Red-Backed Vole, Southern Red-Backed Vole","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1037","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Microtus longicaudus","Long-Tailed Vole","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1038","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Microtus pennsylvanicus","Meadow Vole","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1039","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Neotoma cinerea","Bushy-Tailed Woodrat","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1040","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Ondatra zibethicus","Muskrat","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1041","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Onychomys leucogaster","Nothern Grasshopper Mouse","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1042","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Peromyscus","Deer Mice, White-Footed Mice","In Review",NA,NA,NA,NA,NA,NA
"GRSA-1043","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Peromyscus maniculatus","Deer Mouse","White-Footed Mouse","Approved","Present","Native","Rare","Breeder",NA
"GRSA-1044","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Peromyscus nasutus","Northern Rock Mouse","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1045","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Phenacomys intermedius","Heather Vole","Approved","Not Confirmed","Native",NA,NA,NA,NA
"GRSA-1046","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Reithrodontomys","American Harvest Mice, Harvest Mice","In Review",NA,NA,NA,NA,NA,NA
"GRSA-1047","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Cricetidae","Reithrodontomys megalotis","Western Harvest Mouse","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1048","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Dipodidae","Zapus princeps","Western Jumping Mouse","Approved","Present","Native","Rare","Breeder",NA,NA
"GRSA-1049","Great Sand Dunes National Park and Preserve","Mammal","Rodentia","Erethizontidae","Erethizon dorsatum","Porcupine","Approved","Present","Native","Rare","Breeder",NA,NA
