"Species ID","Park Name","Category","Order","Family","Scientific Name","Common Names","Record Status","Occurrence","Nativeness","Abundance","Seasonality","Conservation Status","...14"
"BISC-1000","Biscayne National Park","Mammal","Artiodactyla","Cervidae","Odocoileus virginianus","White-Tailed Deer","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1001","Biscayne National Park","Mammal","Carnivora","Canidae","Urocyon cinereoargenteus","Common Gray Fox","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1002","Biscayne National Park","Mammal","Carnivora","Felidae","Lynx rufus","Bobcat","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1003","Biscayne National Park","Mammal","Carnivora","Mephitidae","Mephitis mephitis","Striped Skunk","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1004","Biscayne National Park","Mammal","Carnivora","Mustelidae","Lutra canadensis","Northern River Otter","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1005","Biscayne National Park","Mammal","Carnivora","Procyonidae","Procyon lotor","Common Raccoon","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1006","Biscayne National Park","Mammal","Carnivora","Ursidae","Ursus americanus floridanus","None","Approved","Not Present (Historical Report)","Unknown",NA,NA,NA,NA
"BISC-1007","Biscayne National Park","Mammal","Cetacea","Balaenidae","Balaena glacialis","Black Right Whale, Black Whale, Right Whale","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1008","Biscayne National Park","Mammal","Cetacea","Balaenopteridae","Balaenoptera borealis","Sei Whale","Approved","Present","Unknown","Unknown",NA,"Endangered",NA
"BISC-1009","Biscayne National Park","Mammal","Cetacea","Balaenopteridae","Balaenoptera physalus","Fin Whale","Approved","Present","Unknown","Unknown",NA,"Endangered",NA
"BISC-1010","Biscayne National Park","Mammal","Cetacea","Balaenopteridae","Megaptera novaeangliae","Humpback Whale","Approved","Present","Unknown","Unknown",NA,"Endangered",NA
"BISC-1011","Biscayne National Park","Mammal","Cetacea","Delphinidae","Tursiops truncatus","Bottle-Nosed Dolphin","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1012","Biscayne National Park","Mammal","Cetacea","Physeteridae","Physeter macrocephalus","Sperm Whale","Approved","Present","Unknown","Unknown",NA,"Endangered",NA
"BISC-1013","Biscayne National Park","Mammal","Chiroptera","Molossidae","Eumops glaucinus","Wagner's Mastiff Bat","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1014","Biscayne National Park","Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Brazilian Free-Tailed Bat","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1015","Biscayne National Park","Mammal","Chiroptera","Vespertilionidae","Lasiurus seminolus","Seminole Bat","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1016","Biscayne National Park","Mammal","Didelphimorphia","Didelphidae","Didelphis virginiana","Virginia Opossum","In Review",NA,NA,NA,NA,NA,NA
"BISC-1017","Biscayne National Park","Mammal","Lagomorpha","Leporidae","Sylvilagus palustris","Marsh Rabbit","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1018","Biscayne National Park","Mammal","Rodentia","Cricetidae","Neotoma floridana smalli","Key Largo Woodrat","Approved","Present","Unknown","Unknown",NA,"Endangered",NA
"BISC-1019","Biscayne National Park","Mammal","Rodentia","Cricetidae","Peromyscus gossypinus","Cotton Mouse","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1020","Biscayne National Park","Mammal","Rodentia","Cricetidae","Sigmodon hispidus","Hispid Cotton Rat","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1021","Biscayne National Park","Mammal","Rodentia","Muridae","Mus musculus","House Mouse","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1022","Biscayne National Park","Mammal","Rodentia","Muridae","Rattus rattus","Black Rat","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1023","Biscayne National Park","Mammal","Rodentia","Sciuridae","Glaucomys volans","Southern Flying Squirrel","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1024","Biscayne National Park","Mammal","Rodentia","Sciuridae","Sciurus aureogaster","Mexican Gray Squirrel, Mexican Red-Bellied Squirrel","Approved","Present","Not Native","Unknown",NA,NA,NA
"BISC-1025","Biscayne National Park","Mammal","Rodentia","Sciuridae","Sciurus carolinensis","Eastern Gray Squirrel","Approved","Present","Unknown","Unknown",NA,NA,NA
"BISC-1026","Biscayne National Park","Mammal","Sirenia","Trichechidae","Trichechus manatus","Manatee","Manati","Approved","Present","Unknown","Unknown",NA,NA
"BISC-1027","Biscayne National Park","Mammal","Soricomorpha","Soricidae","Cryptotis parva","Least Shrew","Approved","Present","Unknown","Uncommon",NA,NA,NA
"BISC-1028","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Accipiter cooperii","Cooper's Hawk","Approved","Present","Native","Uncommon","Migratory","Species of Concern",NA
"BISC-1029","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Accipiter striatus","Sharp-Shinned Hawk","Approved","Present","Native","Common","Migratory","Species of Concern",NA
"BISC-1030","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Buteo brachyurus","Short-Tailed Hawk","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1031","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Buteo jamaicensis","Red-Tailed Hawk","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1032","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Buteo lineatus","Red-Shouldered Hawk","Approved","Present","Native","Common","Resident","Species of Concern",NA
"BISC-1033","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Buteo platypterus","Broad-Winged Hawk","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1034","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Buteo swainsoni","Swainson's Hawk","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1035","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Circus cyaneus","Northern Harrier","Approved","Present","Native","Uncommon","Resident","Species of Concern",NA
"BISC-1036","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Elanoides forficatus","Swallow-Tailed Kite","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"BISC-1037","Biscayne National Park","Bird","Accipitriformes","Accipitridae","Haliaeetus leucocephalus","Bald Eagle","Approved","Present","Native","Uncommon","Breeder","In Recovery",NA
"BISC-1038","Biscayne National Park","Bird","Accipitriformes","Cathartidae","Cathartes aura","Turkey Vulture","Approved","Present","Native","Common","Resident","Species of Concern",NA
"BISC-1039","Biscayne National Park","Bird","Accipitriformes","Cathartidae","Coragyps atratus","Black Vulture","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1040","Biscayne National Park","Bird","Accipitriformes","Pandionidae","Pandion haliaetus","Osprey","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"BISC-1041","Biscayne National Park","Bird","Anseriformes","Anatidae","Aix sponsa","Wood Duck","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1042","Biscayne National Park","Bird","Anseriformes","Anatidae","Anas acuta","Northern Pintail","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1043","Biscayne National Park","Bird","Anseriformes","Anatidae","Anas americana","American Wigeon","Approved","Present","Native","Occasional","Resident",NA,NA
"BISC-1044","Biscayne National Park","Bird","Anseriformes","Anatidae","Anas discors","Blue-Winged Teal","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1045","Biscayne National Park","Bird","Anseriformes","Anatidae","Anas fulvigula","Mottled Duck","Approved","Present","Native","Occasional","Resident",NA,NA
"BISC-1046","Biscayne National Park","Bird","Anseriformes","Anatidae","Aythya affinis","Lesser Scaup","Approved","Present","Native","Occasional","Resident","Species of Concern",NA
"BISC-1047","Biscayne National Park","Bird","Anseriformes","Anatidae","Bucephala albeola","Bufflehead","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1048","Biscayne National Park","Bird","Anseriformes","Anatidae","Bucephala clangula","Common Goldeneye","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1049","Biscayne National Park","Bird","Anseriformes","Anatidae","Dendrocygna bicolor","Fulvous Whistling-Duck","Approved","Present","Not Native","Occasional","Vagrant","Species of Concern",NA
"BISC-1050","Biscayne National Park","Bird","Anseriformes","Anatidae","Melanitta nigra","Black Scoter","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1051","Biscayne National Park","Bird","Anseriformes","Anatidae","Mergus serrator","Red Breasted Merganser","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1052","Biscayne National Park","Bird","Anseriformes","Anatidae","Somateria mollissima","Common Eider","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1053","Biscayne National Park","Bird","Apodiformes","Apodidae","Chaetura pelagica","Chimney Swift","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1054","Biscayne National Park","Bird","Apodiformes","Trochilidae","Archilochus colubris","Ruby-Throated Hummingbird","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1055","Biscayne National Park","Bird","Apodiformes","Trochilidae","Selasphorus rufus","Rufous Hummingbird","Approved","Present","Not Native","Occasional","Vagrant","Species of Concern",NA
"BISC-1056","Biscayne National Park","Bird","Caprimulgiformes","Caprimulgidae","Caprimulgus carolinensis","Chuck-Will's-Widow","Approved","Present","Native","Common","Migratory",NA,NA
"BISC-1057","Biscayne National Park","Bird","Caprimulgiformes","Caprimulgidae","Caprimulgus vociferus","Whip-Poor-Will","Approved","Present","Native","Occasional","Resident",NA,NA
"BISC-1058","Biscayne National Park","Bird","Caprimulgiformes","Caprimulgidae","Chordeiles gundlachii","Antillean Nighthawk","Approved","Present","Native","Rare",NA,NA,NA
"BISC-1059","Biscayne National Park","Bird","Caprimulgiformes","Caprimulgidae","Chordeiles minor","Common Nighthawk","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1060","Biscayne National Park","Bird","Charadriiformes","Charadriidae","Charadrius melodus","Piping Plover","Approved","Present","Native","Rare","Migratory","Threatened",NA
"BISC-1061","Biscayne National Park","Bird","Charadriiformes","Charadriidae","Charadrius semipalmatus","Semipalmated Plover","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1062","Biscayne National Park","Bird","Charadriiformes","Charadriidae","Charadrius vociferus","Killdeer","Approved","Present","Native","Common","Breeder",NA,NA
"BISC-1063","Biscayne National Park","Bird","Charadriiformes","Charadriidae","Charadrius wilsonia","Wilson's Plover","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1064","Biscayne National Park","Bird","Charadriiformes","Charadriidae","Pluvialis squatarola","Black-Bellied Plover","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1065","Biscayne National Park","Bird","Charadriiformes","Haematopodidae","Haematopus palliatus","American Oystercatcher","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"BISC-1066","Biscayne National Park","Bird","Charadriiformes","Laridae","Larus argentatus","Herring Gull","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1067","Biscayne National Park","Bird","Charadriiformes","Laridae","Larus atricilla","Laughing Gull","Approved","Present","Native","Common","Resident","Species of Concern",NA
"BISC-1068","Biscayne National Park","Bird","Charadriiformes","Laridae","Larus delawarensis","Ring-Billed Gull","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1069","Biscayne National Park","Bird","Charadriiformes","Laridae","Larus fuscus","Lesser Black-Backed Gull","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1070","Biscayne National Park","Bird","Charadriiformes","Laridae","Larus marinus","Great Black-Backed Gull","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1071","Biscayne National Park","Bird","Charadriiformes","Laridae","Larus philadelphia","Bonaparte's Gull","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1072","Biscayne National Park","Bird","Charadriiformes","Laridae","Larus pipixcan","Franklin's Gull","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1073","Biscayne National Park","Bird","Charadriiformes","Laridae","Rynchops niger","Black Skimmer","Approved","Present","Native","Common","Resident","Species of Concern",NA
"BISC-1074","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna anaethetus","Bridled Tern","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1075","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna antillarum","Least Tern","Approved","Present","Native","Common","Breeder",NA,NA
"BISC-1076","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna caspia","Caspian Tern","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1077","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna dougallii","Roseate Tern","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1078","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna forsteri","Forster's Tern","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1079","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna fuscata","Sooty Tern","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1080","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna hirundo","Common Tern","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"BISC-1081","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna maxima","Royal Tern","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1082","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna nilotica","Gull-Billed Tern","Approved","Not Confirmed","Native",NA,NA,NA,NA
"BISC-1083","Biscayne National Park","Bird","Charadriiformes","Laridae","Sterna sandvicensis","Sandwich Tern","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1084","Biscayne National Park","Bird","Charadriiformes","Recurvirostridae","Himantopus mexicanus","Black-Necked Stilt","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1085","Biscayne National Park","Bird","Charadriiformes","Recurvirostridae","Recurvirostra americana","American Avocet","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1086","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Actitis macularius","Spotted Sandpiper","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1087","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Arenaria interpres","Ruddy Turnstone","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1088","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Bartramia longicauda","Upland Sandpiper","Approved","Present","Not Native","Occasional","Vagrant","Species of Concern",NA
"BISC-1089","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris alba","Sanderling","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1090","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris alpina","Dunlin","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1091","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris canutus","Red Knot","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1092","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris maritima","Purple Sandpiper","Approved","Present","Native","Occasional","Migratory",NA,NA
"BISC-1093","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris mauri","Western Sandpiper","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1094","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris melanotos","Pectoral Sandpiper","Approved","Not Confirmed","Not Native",NA,NA,NA,NA
"BISC-1095","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris minutilla","Least Sandpiper","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1096","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Calidris pusilla","Semipalmated Sandpiper","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1097","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Catoptrophorus semipalmatus","Willet","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1098","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Gallinago delicata","Common Snipe, Wilson's Snipe","Approved","Present","Native","Occasional","Resident",NA,NA
"BISC-1099","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Limnodromus griseus","Short-Billed Dowitcher","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1100","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Limosa fedoa","Marbled Godwit","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"BISC-1101","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Numenius phaeopus","Whimbrel","Approved","Present","Native","Uncommon","Resident","Species of Concern",NA
"BISC-1102","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Phalaropus fulicaria","Red Phalarope","Approved","Present","Native","Occasional","Resident",NA,NA
"BISC-1103","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Tringa flavipes","Lesser Yellowlegs","Approved","Present","Native","Uncommon","Migratory",NA,NA
"BISC-1104","Biscayne National Park","Bird","Charadriiformes","Scolopacidae","Tringa melanoleuca","Greater Yellowlegs","Approved","Present","Native","Uncommon","Migratory",NA,NA
"BISC-1105","Biscayne National Park","Bird","Charadriiformes","Stercorariidae","Stercorarius parasiticus","Parasitic Jaeger","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1106","Biscayne National Park","Bird","Charadriiformes","Stercorariidae","Stercorarius pomarinus","Pomarine Jaeger","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1107","Biscayne National Park","Bird","Ciconiiformes","Ciconiidae","Mycteria americana","Wood Stork","Approved","Present","Native","Uncommon","Resident","Threatened",NA
"BISC-1108","Biscayne National Park","Bird","Columbiformes","Columbidae","Columba livia","Rock Dove, Rock Pigeon","Approved","Present","Not Native","Occasional","Resident",NA,NA
"BISC-1109","Biscayne National Park","Bird","Columbiformes","Columbidae","Columbina passerina","Common Ground-Dove","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1110","Biscayne National Park","Bird","Columbiformes","Columbidae","Geotrygon chrysia","Key West Quail-Dove","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1111","Biscayne National Park","Bird","Columbiformes","Columbidae","Patagioenas leucocephala","White-Crowned Pigeon","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"BISC-1112","Biscayne National Park","Bird","Columbiformes","Columbidae","Streptopelia decaocto","Eurasian Collared-Dove","Approved","Present","Not Native","Uncommon","Resident",NA,NA
"BISC-1113","Biscayne National Park","Bird","Columbiformes","Columbidae","Zenaida asiatica","White-Winged Dove","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1114","Biscayne National Park","Bird","Columbiformes","Columbidae","Zenaida macroura","Mourning Dove","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1115","Biscayne National Park","Bird","Coraciiformes","Alcedinidae","Ceryle alcyon","Belted Kingfisher","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1116","Biscayne National Park","Bird","Cuculiformes","Cuculidae","Coccyzus americanus","Yellow-Billed Cuckoo","Approved","Present","Native","Uncommon","Migratory",NA,NA
"BISC-1117","Biscayne National Park","Bird","Cuculiformes","Cuculidae","Coccyzus minor","Mangrove Cuckoo","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1118","Biscayne National Park","Bird","Cuculiformes","Cuculidae","Crotophaga ani","Smooth-Billed Ani","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1119","Biscayne National Park","Bird","Falconiformes","Falconidae","Falco columbarius","Merlin","Approved","Present","Native","Uncommon","Migratory","Species of Concern",NA
"BISC-1120","Biscayne National Park","Bird","Falconiformes","Falconidae","Falco peregrinus","Peregrine Falcon","Approved","Present","Native","Common","Migratory","Species of Concern",NA
"BISC-1121","Biscayne National Park","Bird","Falconiformes","Falconidae","Falco sparverius","American Kestrel","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1122","Biscayne National Park","Bird","Gaviiformes","Gaviidae","Gavia immer","Common Loon","Approved","Present","Native","Uncommon","Resident","Species of Concern",NA
"BISC-1123","Biscayne National Park","Bird","Gruiformes","Rallidae","Fulica americana","American Coot","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1124","Biscayne National Park","Bird","Gruiformes","Rallidae","Gallinula chloropus","Common Moorhen","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1125","Biscayne National Park","Bird","Gruiformes","Rallidae","Porphyrio martinica","Purple Gallinule","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1126","Biscayne National Park","Bird","Gruiformes","Rallidae","Rallus longirostris","Clapper Rail","Approved","Present","Native","Uncommon","Resident","Species of Concern",NA
"BISC-1127","Biscayne National Park","Bird","Passeriformes","Bombycillidae","Bombycilla cedrorum","Cedar Waxwing","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1128","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Cardinalis cardinalis","Northern Cardinal","Approved","Present","Native","Common","Breeder",NA,NA
"BISC-1129","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Passerina caerulea","Blue Grosbeak","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1130","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Passerina ciris","Painted Bunting","Approved","Present","Native","Uncommon","Migratory",NA,NA
"BISC-1131","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Passerina cyanea","Indigo Bunting","Approved","Present","Native","Common","Migratory",NA,NA
"BISC-1132","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Pheucticus ludovicianus","Rose-Breasted Grosbeak","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1133","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Piranga ludoviciana","Western Tanager","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1134","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Piranga olivacea","Scarlet Tanager","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1135","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Piranga rubra","Summer Tanager","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"BISC-1136","Biscayne National Park","Bird","Passeriformes","Cardinalidae","Spiza americana","Dickcissel","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1137","Biscayne National Park","Bird","Passeriformes","Corvidae","Corvus ossifragus","Fish Crow","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1138","Biscayne National Park","Bird","Passeriformes","Corvidae","Cyanocitta cristata","Blue Jay","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1139","Biscayne National Park","Bird","Passeriformes","Emberizidae","Ammodramus savannarum","Grasshopper Sparrow","Approved","Present","Native","Rare","Migratory","Species of Concern",NA
"BISC-1140","Biscayne National Park","Bird","Passeriformes","Emberizidae","Chondestes grammacus","Lark Sparrow","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1141","Biscayne National Park","Bird","Passeriformes","Emberizidae","Melospiza melodia","Song Sparrow","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1142","Biscayne National Park","Bird","Passeriformes","Emberizidae","Passerculus sandwichensis","Savannah Sparrow","Approved","Present","Native","Rare","Resident",NA,NA
"BISC-1143","Biscayne National Park","Bird","Passeriformes","Emberizidae","Spizella pallida","Clay-Colored Sparrow","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1144","Biscayne National Park","Bird","Passeriformes","Fringillidae","Carduelis tristis","American Goldfinch","Approved","Present","Native","Occasional","Migratory",NA,NA
"BISC-1145","Biscayne National Park","Bird","Passeriformes","Hirundinidae","Hirundo rustica","Barn Swallow","Approved","Present","Native","Abundant","Migratory",NA,NA
"BISC-1146","Biscayne National Park","Bird","Passeriformes","Hirundinidae","Progne subis","Purple Martin","Approved","Present","Native","Uncommon","Migratory","Species of Concern",NA
"BISC-1147","Biscayne National Park","Bird","Passeriformes","Hirundinidae","Riparia riparia","Bank Swallow, Sand Martin","Approved","Present","Native","Uncommon","Migratory","Species of Concern",NA
"BISC-1148","Biscayne National Park","Bird","Passeriformes","Hirundinidae","Stelgidopteryx serripennis","Northern Rough-Winged Swallow","Approved","Present","Native","Uncommon","Migratory",NA,NA
"BISC-1149","Biscayne National Park","Bird","Passeriformes","Hirundinidae","Tachycineta bicolor","Tree Swallow","Approved","Present","Native","Uncommon","Resident","Species of Concern",NA
"BISC-1150","Biscayne National Park","Bird","Passeriformes","Icteridae","Agelaius phoeniceus","Red-Winged Blackbird","Approved","Present","Native","Common","Breeder",NA,NA
"BISC-1151","Biscayne National Park","Bird","Passeriformes","Icteridae","Dolichonyx oryzivorus","Bobolink","Approved","Present","Native","Common","Migratory",NA,NA
"BISC-1152","Biscayne National Park","Bird","Passeriformes","Icteridae","Euphagus carolinus","Rusty Blackbird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1153","Biscayne National Park","Bird","Passeriformes","Icteridae","Icterus galbula","Baltimore Oriole, Northern Oriole","Approved","Present","Native","Uncommon","Migratory",NA,NA
"BISC-1154","Biscayne National Park","Bird","Passeriformes","Icteridae","Molothrus ater","Brown-Headed Cowbird","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1155","Biscayne National Park","Bird","Passeriformes","Icteridae","Molothrus bonariensis","Shiny Cowbird","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1156","Biscayne National Park","Bird","Passeriformes","Icteridae","Quiscalus major","Boat-Tailed Grackle","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1157","Biscayne National Park","Bird","Passeriformes","Icteridae","Quiscalus quiscula","Common Grackle","Approved","Present","Native","Common","Breeder",NA,NA
"BISC-1158","Biscayne National Park","Bird","Passeriformes","Laniidae","Lanius ludovicianus","Loggerhead Shrike","Approved","Present","Native","Rare","Resident","Species of Concern",NA
"BISC-1159","Biscayne National Park","Bird","Passeriformes","Mimidae","Dumetella carolinensis","Gray Catbird","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1160","Biscayne National Park","Bird","Passeriformes","Mimidae","Mimus gundlachii","Bahama Mockingbird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"BISC-1161","Biscayne National Park","Bird","Passeriformes","Mimidae","Mimus polyglottos","Northern Mockingbird","Approved","Present","Native","Common","Breeder",NA,NA
"BISC-1162","Biscayne National Park","Bird","Passeriformes","Mimidae","Toxostoma rufum","Brown Thrasher","Approved","Present","Native","Uncommon","Breeder",NA,NA
"BISC-1163","Biscayne National Park","Bird","Passeriformes","Motacillidae","Anthus rubescens","American Pipit","Approved","Present","Native","Occasional","Migratory",NA,NA
"BISC-1164","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica","Warbler","In Review",NA,NA,NA,NA,NA,NA
"BISC-1165","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica caerulescens","Black-Throated Blue Warbler","Approved","Present","Native","Common","Migratory",NA,NA
"BISC-1166","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica coronata","Yellow-Rumped Warbler","Approved","Present","Native","Common","Resident",NA,NA
"BISC-1167","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica discolor","Prairie Warbler","Approved","Present","Native","Common","Breeder",NA,NA
"BISC-1168","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica dominica","Yellow-Throated Warbler","Approved","Present","Native","Uncommon","Resident",NA,NA
"BISC-1169","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica fusca","Blackburnian Warbler","Approved","Present","Native","Rare","Migratory",NA,NA
"BISC-1170","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica magnolia","Magnolia Warbler","Approved","Present","Native","Uncommon","Migratory",NA,NA
"BISC-1171","Biscayne National Park","Bird","Passeriformes","Parulidae","Dendroica nigrescens","Black-Throated Gray Warbler","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
