"ParkName","UnitCode","ParkType","Region","State.x","Year","Month","RecreationVisits","NonRecreationVisits","RecreationHours","NonRecreationHours","ConcessionerLodging","ConcessionerCamping","TentCampers","RVCampers","Backcountry","NonRecreationOvernightStays","MiscellaneousOvernightStays","ParkNameTotal","UnitCodeTotal","ParkTypeTotal","RegionTotal","StateTotal","YearTotal","RecreationVisitsTotal","NonRecreationVisitsTotal","RecreationHoursTotal","NonRecreationHoursTotal","ConcessionerLodgingTotal","ConcessionerCampingTotal","TentCampersTotal","RVCampersTotal","BackcountryTotal","NonRecreationOvernightStaysTotal","MiscellaneousOvernightStaysTotal","Park.Name","State.y","Acres","Latitude","Longitude","Category","n","city"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,1,"30,661","0","115,240","0","0","0","308","0","0","0","661","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,1,"30,661","0","115,240","0","0","0","308","0","0","0","661","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,2,"34,689","0","147,050","0","0","0","562","0","0","0","1,229","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,2,"34,689","0","147,050","0","0","0","562","0","0","0","1,229","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,3,"36,433","0","144,507","0","0","0","454","0","0","0","1,013","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,3,"36,433","0","144,507","0","0","0","454","0","0","0","1,013","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,4,"41,287","0","147,332","0","0","0","296","0","0","0","682","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,4,"41,287","0","147,332","0","0","0","296","0","0","0","682","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,5,"55,595","0","174,777","0","0","0","106","0","0","0","227","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,5,"55,595","0","174,777","0","0","0","106","0","0","0","227","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,6,"46,085","0","140,990","0","0","0","38","0","0","0","76","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,6,"46,085","0","140,990","0","0","0","38","0","0","0","76","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,7,"65,142","0","201,331","0","0","0","82","0","0","0","164","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,7,"65,142","0","201,331","0","0","0","82","0","0","0","164","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,8,"41,633","0","128,354","0","0","0","48","0","0","0","96","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,8,"41,633","0","128,354","0","0","0","48","0","0","0","96","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,9,"6,230","0","18,690","0","0","0","0","0","0","0","0","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,9,"6,230","0","18,690","0","0","0","0","0","0","0","0","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,10,"19,456","0","60,745","0","0","0","28","0","0","0","71","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,10,"19,456","0","60,745","0","0","0","28","0","0","0","71","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,11,"34,442","0","123,414","0","0","0","264","0","0","0","573","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,11,"34,442","0","123,414","0","0","0","264","0","0","0","573","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,12,"35,308","0","127,235","0","0","0","266","0","0","0","622","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Bird",233,"Miami"
"Biscayne NP","BISC","National Park","Southeast ","FL",2017,12,"35,308","0","127,235","0","0","0","266","0","0","0","622","Biscayne NP","BISC","National Park","Southeast ","FL",2017,"446,961","0","1,529,665","0","0","0","2,452","0","0","0","5,414","Biscayne","FL",172924,25.65,-80.08,"Mammal",28,"Miami"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,1,"6,925","0","16,887","0","0","0","19","8","0","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,1,"6,925","0","16,887","0","0","0","19","8","0","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,2,"3,361","0","7,902","0","0","0","24","7","0","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,2,"3,361","0","7,902","0","0","0","24","7","0","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,3,"7,147","0","19,739","0","0","0","217","35","22","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,3,"7,147","0","19,739","0","0","0","217","35","22","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,4,"11,292","0","53,152","0","0","0","804","307","65","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,4,"11,292","0","53,152","0","0","0","804","307","65","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,5,"29,218","0","218,627","0","0","0","2,290","1,602","253","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,5,"29,218","0","218,627","0","0","0","2,290","1,602","253","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,6,"40,616","0","307,848","0","0","0","3,895","2,309","217","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,6,"40,616","0","307,848","0","0","0","3,895","2,309","217","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,7,"44,532","0","327,968","0","0","0","3,868","2,549","420","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,7,"44,532","0","327,968","0","0","0","3,868","2,549","420","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,8,"40,788","0","287,857","0","0","0","3,205","2,017","385","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,8,"40,788","0","287,857","0","0","0","3,205","2,017","385","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,9,"45,983","0","308,465","0","0","0","2,776","2,741","156","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,9,"45,983","0","308,465","0","0","0","2,776","2,741","156","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,10,"54,766","0","145,802","0","0","0","1,367","493","170","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,10,"54,766","0","145,802","0","0","0","1,367","493","170","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,11,"19,473","0","43,862","0","0","0","277","136","15","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,11,"19,473","0","43,862","0","0","0","277","136","15","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,12,"3,042","0","8,445","0","0","0","53","53","5","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Bird",175,"Denver"
"Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,12,"3,042","0","8,445","0","0","0","53","53","5","0","0","Black Canyon of the Gunnison NP","BLCA","National Park","Intermountain ","CO",2017,"307,143","0","1,746,554","0","0","0","18,795","12,257","1,708","0","0","Black Canyon","CO",32950,38.57,-107.72,"Mammal",67,"Denver"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,1,"18,887","476","94,216","476","0","0","0","0","298","616","396","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,1,"18,887","476","94,216","476","0","0","0","0","298","616","396","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,2,"20,325","396","104,978","396","0","0","0","0","226","450","346","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,2,"20,325","396","104,978","396","0","0","0","0","226","450","346","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,3,"32,263","1,125","259,306","1,125","0","0","0","0","1,309","1,098","1,714","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,3,"32,263","1,125","259,306","1,125","0","0","0","0","1,309","1,098","1,714","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,4,"33,888","1,070","322,936","1,070","0","0","0","0","1,775","594","1,328","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,4,"33,888","1,070","322,936","1,070","0","0","0","0","1,775","594","1,328","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,5,"37,528","2,495","443,485","2,495","0","0","0","0","2,747","2,830","2,732","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,5,"37,528","2,495","443,485","2,495","0","0","0","0","2,747","2,830","2,732","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,6,"44,852","1,196","568,134","1,196","0","0","0","0","3,051","1,220","3,375","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,6,"44,852","1,196","568,134","1,196","0","0","0","0","3,051","1,220","3,375","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,7,"56,194","1,082","677,662","1,082","0","0","0","0","3,729","1,256","3,285","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,7,"56,194","1,082","677,662","1,082","0","0","0","0","3,729","1,256","3,285","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,8,"40,750","734","492,759","734","0","0","0","0","3,107","1,156","5,049","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,8,"40,750","734","492,759","734","0","0","0","0","3,107","1,156","5,049","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,9,"33,063","834","391,828","834","0","0","0","0","3,189","608","4,964","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,9,"33,063","834","391,828","834","0","0","0","0","3,189","608","4,964","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,10,"25,495","1,046","262,857","1,046","0","0","0","0","2,084","1,521","2,934","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,10,"25,495","1,046","262,857","1,046","0","0","0","0","2,084","1,521","2,934","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,11,"23,696","701","200,131","701","0","0","0","0","1,019","914","1,336","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,11,"23,696","701","200,131","701","0","0","0","0","1,019","914","1,336","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,12,"16,746","294","114,579","294","0","0","0","0","400","662","558","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Bird",357,"Los Angeles"
"Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,12,"16,746","294","114,579","294","0","0","0","0","400","662","558","Channel Islands NP","CHIS","National Park","Pacific West ","CA",2017,"383,687","11,449","3,932,871","274,776","0","0","0","0","22,934","12,925","28,017","Channel Islands","CA",249561,34.01,-119.42,"Mammal",44,"Los Angeles"
"Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,1,"66,867","2,647","629,871","2,647","1,696","876","9,450","10,243","0","0","406","Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,"1,294,827","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071","0","0","2,246","Death Valley","CA, NV",4740912,36.24,-116.82,"Bird",531,"Los Angeles"
"Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,1,"66,867","2,647","629,871","2,647","1,696","876","9,450","10,243","0","0","406","Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,"1,294,827","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071","0","0","2,246","Death Valley","CA, NV",4740912,36.24,-116.82,"Mammal",212,"Los Angeles"
"Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,2,"78,586","3,077","791,438","3,077","2,093","1,103","10,538","16,896","0","0","548","Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,"1,294,827","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071","0","0","2,246","Death Valley","CA, NV",4740912,36.24,-116.82,"Bird",531,"Los Angeles"
"Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,2,"78,586","3,077","791,438","3,077","2,093","1,103","10,538","16,896","0","0","548","Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,"1,294,827","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071","0","0","2,246","Death Valley","CA, NV",4740912,36.24,-116.82,"Mammal",212,"Los Angeles"
"Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,3,"108,119","4,224","1,092,626","4,224","2,761","1,651","16,739","21,392","0","0","895","Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,"1,294,827","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071","0","0","2,246","Death Valley","CA, NV",4740912,36.24,-116.82,"Bird",531,"Los Angeles"
"Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,3,"108,119","4,224","1,092,626","4,224","2,761","1,651","16,739","21,392","0","0","895","Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,"1,294,827","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071","0","0","2,246","Death Valley","CA, NV",4740912,36.24,-116.82,"Mammal",212,"Los Angeles"
"Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,4,"107,559","4,020","886,145","4,020","5,353","1,462","10,627","9,549","0","0","286","Death Valley NP","DEVA","National Park","Pacific West ","CA",2017,"1,294,827","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071","0","0","2,246","Death Valley","CA, NV",4740912,36.24,-116.82,"Bird",531,"Los Angeles"
