"ParkName","UnitCode","ParkType","Region","State.x","Year","Month","RecreationVisits","NonRecreationVisits","RecreationHours","NonRecreationHours","ConcessionerLodging","ConcessionerCamping","TentCampers","RVCampers","Backcountry","NonRecreationOvernightStays","MiscellaneousOvernightStays","ParkNameTotal","UnitCodeTotal","ParkTypeTotal","RegionTotal","StateTotal","YearTotal","RecreationVisitsTotal","NonRecreationVisitsTotal","RecreationHoursTotal","NonRecreationHoursTotal","ConcessionerLodgingTotal","ConcessionerCampingTotal","TentCampersTotal","RVCampersTotal","BackcountryTotal","NonRecreationOvernightStaysTotal","MiscellaneousOvernightStaysTotal","Park.Name","State.y","Acres","Latitude","Longitude","Category","n","city"
"Redwood NP","REDW","National Park","Pacific West ","CA",2017,10,"31,446","0","139,081","0","0","0","285","0","255","0","844","Redwood NP","REDW","National Park","Pacific West ","CA",2017,"445,000","0","1,731,930","0","0","0","3,363","0","4,769","0","2,230","Redwoods","CA",112512,41.3,-124,"Bird",501,"San Francisco"
"Redwood NP","REDW","National Park","Pacific West ","CA",2017,10,"31,446","0","139,081","0","0","0","285","0","255","0","844","Redwood NP","REDW","National Park","Pacific West ","CA",2017,"445,000","0","1,731,930","0","0","0","3,363","0","4,769","0","2,230","Redwoods","CA",112512,41.3,-124,"Mammal",154,"San Francisco"
"Redwood NP","REDW","National Park","Pacific West ","CA",2017,11,"21,096","0","61,097","0","0","0","79","0","65","0","0","Redwood NP","REDW","National Park","Pacific West ","CA",2017,"445,000","0","1,731,930","0","0","0","3,363","0","4,769","0","2,230","Redwoods","CA",112512,41.3,-124,"Bird",501,"San Francisco"
"Redwood NP","REDW","National Park","Pacific West ","CA",2017,11,"21,096","0","61,097","0","0","0","79","0","65","0","0","Redwood NP","REDW","National Park","Pacific West ","CA",2017,"445,000","0","1,731,930","0","0","0","3,363","0","4,769","0","2,230","Redwoods","CA",112512,41.3,-124,"Mammal",154,"San Francisco"
"Redwood NP","REDW","National Park","Pacific West ","CA",2017,12,"27,009","0","81,672","0","0","0","97","0","75","0","0","Redwood NP","REDW","National Park","Pacific West ","CA",2017,"445,000","0","1,731,930","0","0","0","3,363","0","4,769","0","2,230","Redwoods","CA",112512,41.3,-124,"Bird",501,"San Francisco"
"Redwood NP","REDW","National Park","Pacific West ","CA",2017,12,"27,009","0","81,672","0","0","0","97","0","75","0","0","Redwood NP","REDW","National Park","Pacific West ","CA",2017,"445,000","0","1,731,930","0","0","0","3,363","0","4,769","0","2,230","Redwoods","CA",112512,41.3,-124,"Mammal",154,"San Francisco"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,1,"95,602","90","581,214","90","0","0","204","132","95","0","44","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,1,"95,602","90","581,214","90","0","0","204","132","95","0","44","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,2,"98,832","50","599,822","50","0","0","168","111","148","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,2,"98,832","50","599,822","50","0","0","168","111","148","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,3,"145,110","80","891,621","80","0","0","681","198","431","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,3,"145,110","80","891,621","80","0","0","681","198","431","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,4,"158,360","70","988,927","70","0","0","1,248","843","325","0","7","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,4,"158,360","70","988,927","70","0","0","1,248","843","325","0","7","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,5,"263,222","490","1,779,875","490","0","0","7,158","3,378","1,777","0","221","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,5,"263,222","490","1,779,875","490","0","0","7,158","3,378","1,777","0","221","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,6,"741,247","1,400","5,297,116","1,400","0","0","27,714","13,623","8,330","0","3,435","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,6,"741,247","1,400","5,297,116","1,400","0","0","27,714","13,623","8,330","0","3,435","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,7,"885,478","2,050","6,390,211","2,050","0","0","33,708","13,332","14,786","0","5,508","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,7,"885,478","2,050","6,390,211","2,050","0","0","33,708","13,332","14,786","0","5,508","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,8,"782,625","2,300","5,652,470","2,300","0","0","31,401","13,074","11,498","0","3,822","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,8,"782,625","2,300","5,652,470","2,300","0","0","31,401","13,074","11,498","0","3,822","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,9,"681,160","1,500","4,697,054","1,500","0","0","20,076","11,508","6,496","0","51","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,9,"681,160","1,500","4,697,054","1,500","0","0","20,076","11,508","6,496","0","51","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,10,"332,526","560","2,047,271","560","0","0","1,218","1,032","1,007","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,10,"332,526","560","2,047,271","560","0","0","1,218","1,032","1,007","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,11,"140,223","100","853,960","100","0","0","351","252","186","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,11,"140,223","100","853,960","100","0","0","351","252","186","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,12,"112,830","60","685,156","60","0","0","252","144","115","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Bird",277,"Denver"
"Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,12,"112,830","60","685,156","60","0","0","252","144","115","0","0","Rocky Mountain NP","ROMO","National Park","Intermountain ","CO",2017,"4,437,215","8,750","30,464,697","26,250","0","0","124,179","57,627","45,194","0","13,088","Rocky Mountain","CO",265828,40.4,-105.58,"Mammal",74,"Denver"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,1,"120,025","4,899","1,315,523","4,899","20,774","0","2,673","1,512","524","0","67","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,1,"120,025","4,899","1,315,523","4,899","20,774","0","2,673","1,512","524","0","67","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,2,"119,421","4,705","1,472,439","4,705","24,109","0","2,958","3,292","708","0","195","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,2,"119,421","4,705","1,472,439","4,705","24,109","0","2,958","3,292","708","0","195","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,3,"166,793","6,726","2,395,161","6,726","36,004","0","8,550","9,464","1,618","0","121","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,3,"166,793","6,726","2,395,161","6,726","36,004","0","8,550","9,464","1,618","0","121","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,4,"302,553","12,601","5,861,809","12,601","97,516","0","28,454","26,220","1,873","0","1,260","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,4,"302,553","12,601","5,861,809","12,601","97,516","0","28,454","26,220","1,873","0","1,260","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,5,"471,844","18,901","8,263,942","18,901","128,229","0","40,621","31,744","7,590","0","2,699","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,5,"471,844","18,901","8,263,942","18,901","128,229","0","40,621","31,744","7,590","0","2,699","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,6,"565,702","22,494","8,440,801","22,494","100,905","0","43,997","30,396","21,470","0","3,671","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,6,"565,702","22,494","8,440,801","22,494","100,905","0","43,997","30,396","21,470","0","3,671","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,7,"633,351","23,429","9,983,607","23,429","89,475","0","64,138","39,624","46,706","0","3,516","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,7,"633,351","23,429","9,983,607","23,429","89,475","0","64,138","39,624","46,706","0","3,516","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,8,"615,892","20,863","11,336,996","20,863","95,182","0","97,353","45,604","47,543","0","9,230","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,8,"615,892","20,863","11,336,996","20,863","95,182","0","97,353","45,604","47,543","0","9,230","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,9,"566,279","19,780","10,370,002","19,780","97,783","0","92,634","44,640","30,670","0","3,509","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,9,"566,279","19,780","10,370,002","19,780","97,783","0","92,634","44,640","30,670","0","3,509","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,10,"429,827","15,367","6,778,461","15,367","59,912","0","54,394","42,300","7,464","0","1,263","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,10,"429,827","15,367","6,778,461","15,367","59,912","0","54,394","42,300","7,464","0","1,263","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,11,"217,927","8,885","3,007,188","8,885","40,500","0","13,921","12,764","874","0","425","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,11,"217,927","8,885","3,007,188","8,885","40,500","0","13,921","12,764","874","0","425","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,12,"127,276","5,004","2,038,620","5,004","36,336","0","6,783","6,284","467","0","210","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Bird",270,"San Francisco"
"Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,12,"127,276","5,004","2,038,620","5,004","36,336","0","6,783","6,284","467","0","210","Yosemite NP","YOSE","National Park","Pacific West ","CA",2017,"4,336,890","163,654","71,264,549","4,281,972","826,725","0","456,476","293,844","167,507","0","26,166","Yosemite","CA",761266,37.83,-119.5,"Mammal",88,"San Francisco"
